              ACCEPT PB|Control-G?|            TEMPERATURE|                DENSITY|ACTUAL#MARKOV|                 BEST y|                 CURR y|                 BEST x|                 CURR x|                BEST x2|                CURR x2|                BEST x3|                CURR x3|
                    1.0|       0.0|                15000.0|                    1.0|            1|     0.8790995171751892|     2.0336729909714433|     -4.142224416304375|    -1.9428684262439067|     1.8645476209674587|     -4.046351998306365|     -0.715373793138367|    -1.6376693976774082|
                    1.0|       0.0|                15000.0|                    1.0|            1|     0.8790995171751892|     1.1463892309097004|     -4.142224416304375|    -3.6637014688564884|     1.8645476209674587|   -0.04609027283306766|     -0.715373793138367|    -0.5463508827501204|
                    1.0|       1.0|                15000.0|                    1.0|            2|     0.8790995171751892|     1.2997639643386267|     -4.142224416304375|    -0.8937244390403225|     1.8645476209674587|     3.1439059098996105|     -0.715373793138367|     2.8108352095297566|
                    1.0|       0.0|                15000.0|                    1.0|            3|     0.8790995171751892|     2.2485236696020836|     -4.142224416304375|      4.629823441869382|     1.8645476209674587|      2.112293057555484|     -0.715373793138367|      4.269189472686312|
                    1.0|       1.0|                15000.0|                    1.0|            4|     0.8790995171751892|     1.5628007134347601|     -4.142224416304375|      3.114185964079357|     1.8645476209674587|     1.7124186857475587|     -0.715373793138367|     -4.210308049546639|
                    1.0|       0.0|                15000.0|                    1.0|            5|     0.8790995171751892|      1.830910230853331|     -4.142224416304375|     4.0680638356877115|     1.8645476209674587|    -0.2515472397533358|     -0.715373793138367|     -0.856317378379071|
                    1.0|       0.0|                15000.0|                    1.0|            6|     0.8790995171751892|     2.0994141850993753|     -4.142224416304375|      3.225551723429609|     1.8645476209674587|    -2.7143901905967125|     -0.715373793138367|      2.194834025859916|
     0.9999620331943588|       0.0|                15000.0|                    1.0|            7|     0.8790995171751892|     3.2144160086486204|     -4.142224416304375|    0.20828465695731602|     1.8645476209674587|     0.8042704650794743|     -0.715373793138367|      -2.22994261328443|
                    1.0|       0.0|                15000.0|                    1.0|            8|     0.8790995171751892|      1.387227952537986|     -4.142224416304375|       2.32896649913223|     1.8645476209674587|     1.7730304562541788|     -0.715373793138367|        4.7868185647998|
                    1.0|       1.0|                15000.0|                    1.0|            9|     0.8790995171751892|     1.4046759713826829|     -4.142224416304375|     1.2410665225826718|     1.8645476209674587|    -0.5367541977943864|     -0.715373793138367|     2.3127693080921805|
                    1.0|       0.0|                15000.0|                    1.0|           10|     0.8790995171751892|      1.358114843619283|     -4.142224416304375|     1.2569121716471852|     1.8645476209674587|     2.3468806173142536|     -0.715373793138367|      2.308488921330585|
     0.9999505541645588|       0.0|                15000.0|                    1.0|           11|     0.8790995171751892|      2.868530378985128|     -4.142224416304375|     -3.040469418097854|     1.8645476209674587|     4.0419599975331355|     -0.715373793138367|    -1.7113417965611522|
                    1.0|       0.0|                15000.0|                    1.0|           12|     0.8790995171751892|     1.0088774119750168|     -4.142224416304375|      2.524437754613393|     1.8645476209674587|     -3.330257960272899|     -0.715373793138367|     -3.939281631318866|
                    1.0|       0.0|                15000.0|                    1.0|           13|     0.8790995171751892|     1.3706576607735648|     -4.142224416304375|    -0.8496767677893624|     1.8645476209674587|     -4.291336430385808|     -0.715373793138367|     -4.743760526767878|
                    1.0|       0.0|                15000.0|                    1.0|           14|     0.8790995171751892|     1.4405565204907633|     -4.142224416304375|    -0.5861794386532857|     1.8645476209674587|     1.7114943003200125|     -0.715373793138367|    0.02388131071386379|
     0.9999563400072535|       0.0|                15000.0|                    1.0|           15|     0.8790995171751892|     2.7244254481207593|     -4.142224416304375|    -0.3216222653042857|     1.8645476209674587|     3.5795381152593038|     -0.715373793138367|      3.989443844262615|
                    1.0|       0.0|                15000.0|                    1.0|           16|     0.8790995171751892|     1.6798359519127637|     -4.142224416304375|     -0.770494136049158|     1.8645476209674587|       1.95948036192899|     -0.715373793138367|     3.6804165272743923|
                    1.0|       0.0|                15000.0|                    1.0|           17|     0.8790995171751892|     1.2457182896667494|     -4.142224416304375|       2.53576445953742|     1.8645476209674587|    -3.0841286927396814|     -0.715373793138367|    -3.9005274513534713|
     0.9999774607615529|       0.0|                15000.0|                    1.0|           18|     0.8790995171751892|     2.1586475462524755|     -4.142224416304375|      4.273395007101957|     1.8645476209674587|    0.04288406997171279|     -0.715373793138367|     2.6841384737439045|
                    1.0|       0.0|                15000.0|                    1.0|           19|     0.8790995171751892|       2.12900834673881|     -4.142224416304375|     -4.746161725789866|     1.8645476209674587|    -1.8743113107097464|     -0.715373793138367|     2.7428986356616036|
                    1.0|       0.0|                15000.0|                    1.0|           20|     0.8790995171751892|      2.033305927407079|     -4.142224416304375|    -3.0687556131030522|     1.8645476209674587|     -3.799228362635525|     -0.715373793138367|    -1.9015520819904044|
                    1.0|       0.0|                15000.0|                    1.0|           21|     0.8790995171751892|     1.0890087171971938|     -4.142224416304375|    -0.6927099335806419|     1.8645476209674587|     -4.040828604858687|     -0.715373793138367|   -0.01650605065534627|
     0.9999684605989438|       0.0|                15000.0|                    1.0|           22|     0.8790995171751892|      2.268327636213767|     -4.142224416304375|     -4.351083453446483|     1.8645476209674587|     1.4633652544680418|     -0.715373793138367|     -2.755192086056233|
