                BEST x1|                CURR x1|                BEST x2|                CURR x2|
      5.861400932261578|      5.861400932261578|    -0.1893732498075611|    -0.1893732498075611|
     2.0759576632739947|     2.0759576632739947|     -3.376683873801718|     -3.376683873801718|
     2.0759576632739947|     2.0759576632739947|     -3.376683873801718|     -3.376683873801718|
      1.947872954605438|      1.947872954605438|     -3.475378198987962|     -3.475378198987962|
      1.947872954605438|     2.7656017471460004|     -3.475378198987962|      9.829128087068113|
      1.947872954605438|      3.245566646324732|     -3.475378198987962|      9.615568779704098|
      1.947872954605438|     3.3942916020107288|     -3.475378198987962|      9.611749188011775|
      1.947872954605438|      8.896479224305413|     -3.475378198987962|      9.299844024163889|
      1.947872954605438|     -9.611144218262082|     -3.475378198987962|    -0.5316951360970208|
      1.947872954605438|     -9.202665161603027|     -3.475378198987962|    -0.9226584602844102|
      1.947872954605438|    -7.2117055875090035|     -3.475378198987962|      9.559324178350693|
      1.947872954605438|     -4.263303222649379|     -3.475378198987962|     -7.041091042566863|
    -0.8187103119715928|    -0.8187103119715928|      -4.19809099384487|      -4.19809099384487|
    -0.8187103119715928|    -0.7035747759713364|      -4.19809099384487|     -4.693197469567124|
    -0.8187103119715928|     -5.440125837978473|      -4.19809099384487|     0.9126386183054418|
    -0.8187103119715928|      9.191124783926607|      -4.19809099384487|      2.822358861527066|
    -0.8187103119715928|      6.848514914200482|      -4.19809099384487|    -1.7010474859409381|
    -0.8187103119715928|     3.3288745214062736|      -4.19809099384487|      5.656139579836951|
    -0.8187103119715928|      3.409762611835847|      -4.19809099384487|      6.101224642323181|
    -0.8187103119715928|      4.936961387710282|      -4.19809099384487|      1.793386039131878|
    -0.8187103119715928|     4.8787865974314455|      -4.19809099384487|     1.5757865177067156|
    -0.8187103119715928|      5.212888356905394|      -4.19809099384487|     1.4038954203131142|
    -0.8187103119715928|    -4.4294042779691445|      -4.19809099384487|     -9.349113300834302|
    -0.8187103119715928|     -4.719622753423822|      -4.19809099384487|       3.49976625668649|
    -0.8187103119715928|      6.209173027266914|      -4.19809099384487|     -3.970987242013406|
    -0.8187103119715928|      3.703715439158504|      -4.19809099384487|     -4.344063688601409|
    -0.8187103119715928|      8.469007022098332|      -4.19809099384487|    -0.5509025448437743|
    -0.8187103119715928|      2.265608938122046|      -4.19809099384487|     -4.851471175299819|
    -0.8187103119715928|     -8.422165516703968|      -4.19809099384487|     -1.385768088298267|
    -0.8187103119715928|      9.013711381949207|      -4.19809099384487|     -4.109132878101871|
    -0.8187103119715928|      9.367173146820008|      -4.19809099384487|     -4.259095990340221|
    -0.8187103119715928|     -7.306200381039993|      -4.19809099384487|     -8.051072378516142|
    -0.8187103119715928|     0.1085454827431036|      -4.19809099384487|     -5.196764289178757|
    -0.8187103119715928|     5.4283118185451755|      -4.19809099384487|     4.2149915753199085|
