                BEST x1|                CURR x1|                BEST x2|                CURR x2|
    -3.6729431654640106|    -3.6729431654640106|    -0.8858698610131057|    -0.8858698610131057|
    -3.6729431654640106|      8.995595876212484|    -0.8858698610131057|      2.999377999135806|
    -3.6729431654640106|      9.186622040150485|    -0.8858698610131057|     -8.335259919017536|
    -0.5878090560065221|    -0.5878090560065221|    -0.8675134027049332|    -0.8675134027049332|
    -0.5878090560065221|      4.779510626417029|    -0.8675134027049332|     -7.631846624646503|
    -0.5878090560065221|    -4.4683688178955006|    -0.8675134027049332|    -1.4923558747405572|
    -0.5878090560065221|    -0.7459583173876503|    -0.8675134027049332|      5.317056387351279|
    -0.5878090560065221|      -2.31202169320283|    -0.8675134027049332|    -4.2678191472773825|
    -0.5878090560065221|     -2.549576942504485|    -0.8675134027049332|      2.437672698626363|
    -0.5878090560065221|     -3.275684833628679|    -0.8675134027049332|      5.362412216369528|
    -0.5878090560065221|     -2.828503453251283|    -0.8675134027049332|      4.421994047315096|
    -0.5878090560065221|     0.6186803287935021|    -0.8675134027049332|     -7.650708154917918|
    -0.5878090560065221|     -5.739197120381101|    -0.8675134027049332|      2.308237797568843|
    -0.5878090560065221|    -2.1242761176007674|    -0.8675134027049332|  -0.048821597663771144|
    -0.5878090560065221|      -9.95124717113937|    -0.8675134027049332|      1.407776250198074|
    -0.5878090560065221|      7.354637989144223|    -0.8675134027049332|    -0.2878908365992139|
    -0.5878090560065221|     2.2307683642414133|    -0.8675134027049332|     -9.042512511520584|
    -0.5878090560065221|     2.8967159447030237|    -0.8675134027049332|     3.0370674150899806|
    -0.5878090560065221|      7.258875029488529|    -0.8675134027049332|      2.916912979872226|
    -0.8755746372078601|    -0.8755746372078601|    -0.8492391811411242|    -0.8492391811411242|
    -0.8755746372078601|    -2.1149967808208174|    -0.8492391811411242|     -5.078929237253691|
    -0.8755746372078601|     -6.231376792333756|    -0.8492391811411242|     3.6330947980117134|
    -0.8755746372078601|      9.230245506378697|    -0.8492391811411242|     -9.261997277391085|
    -0.8755746372078601|    -0.2217276675416926|    -0.8492391811411242|     -0.517670915029182|
    -0.8755746372078601|     -4.324711864233068|    -0.8492391811411242|    -2.3623686992829125|
    -0.8755746372078601|     -8.374984835233636|    -0.8492391811411242|     -9.619698525293432|
    -0.8755746372078601|    -3.6788975717083545|    -0.8492391811411242|      7.303277325445233|
    -0.8755746372078601|     1.9007814002232344|    -0.8492391811411242|     -4.136908979043053|
    -0.8755746372078601|      5.447852607314408|    -0.8492391811411242|     -9.827600076278237|
    -0.7063590817354743|    -0.7063590817354743|    -0.8358471703533326|    -0.8358471703533326|
    -0.7063590817354743|     1.6550152033130665|    -0.8358471703533326|    0.41385452077257234|
    -0.7063590817354743|    -7.7101147911606605|    -0.8358471703533326|    -0.6793942918987703|
    -0.7063590817354743|      6.038014958528123|    -0.8358471703533326|      4.437139410559542|
    -0.7063590817354743|    -3.3852113682024454|    -0.8358471703533326|      8.980088630381001|
    -0.7063590817354743|     1.4161001809849179|    -0.8358471703533326|       4.93254426864473|
    -0.7063590817354743|       3.49999821435161|    -0.8358471703533326|    -3.8994636322427016|
    -0.7063590817354743|    -2.3418062546772607|    -0.8358471703533326|      9.165129545172029|
    -0.7063590817354743|    -0.5085460348717703|    -0.8358471703533326|      8.320232482050166|
    -0.7063590817354743|    -2.5138617647513133|    -0.8358471703533326|     -8.795057451187915|
    -0.7063590817354743|    -0.9018371606621756|    -0.8358471703533326|    -0.9011155872227548|
    -0.7063590817354743|      2.643956595308916|    -0.8358471703533326|      2.409671456645107|
    -0.7063590817354743|      5.724665048959125|    -0.8358471703533326|      -1.15270745820904|
    -0.7063590817354743|     3.1567681978045137|    -0.8358471703533326|      6.266351554106734|
    -0.7063590817354743|     0.7547006095253384|    -0.8358471703533326|      4.012575444413219|
    -0.7063590817354743|     -8.415634004411675|    -0.8358471703533326|       -5.5797098757255|
    -0.7063590817354743|    -0.9229736868901384|    -0.8358471703533326|      -7.13661982253346|
    -0.7063590817354743|    -0.7063590817354743|    -0.8175729487895236|    -0.8175729487895236|
    -0.7063590817354743|      8.726477323338816|    -0.8175729487895236|     0.2570971286725303|
    -0.7063590817354743|     -7.617758473285172|    -0.8175729487895236|      6.259636002363244|
    -0.7063590817354743|    -0.9018371606621756|    -0.8175729487895236|     2.2999008401474192|
    -0.7063590817354743|    -1.4380413178412947|    -0.8175729487895236|     1.9848410006996549|
    -0.7063590817354743|      -8.28149441740877|    -0.8175729487895236|    -0.6584641809223886|
    -0.7063590817354743|     -4.033893247745368|    -0.8175729487895236|    -2.9047633076327806|
    -0.7063590817354743|     -3.643550919040255|    -0.8175729487895236|     0.8302094744182504|
    -0.7063590817354743|      9.014043575033032|    -0.8175729487895236|     -4.358118465044676|
    -0.7274956079634372|    -0.7274956079634372|    -0.7249695750834366|    -0.7249695750834366|
    -0.7281363689663998|    -0.7281363689663998|    -0.7268082409953323|    -0.7268082409953323|
    -0.8037202251118813|    -0.8037202251118813|    -0.8525020503320526|    -0.8525020503320526|
    -0.8037202251118813|    -5.3510118328637235|    -0.8525020503320526|       -8.3611667559364|
    -0.8254975123428068|    -0.8254975123428068|    -0.8182278476148195|    -0.8182278476148195|
    -0.7550396534236778|    -0.7550396534236778|    -0.8182278476148195|    -0.8182278476148195|
    -0.7550396534236778|    -0.8799448422603255|    -0.8182278476148195|    -0.6945314044423743|
    -0.7550396534236778|     -7.322312141630594|    -0.8182278476148195|     -6.760004793538261|
    -0.7550396534236778|      -8.10110479726124|    -0.8182278476148195|     -4.758407956801641|
    -0.7550396534236778|    -0.8363902677984747|    -0.8182278476148195|    -0.9414887162887755|
    -0.7577177286064529|    -0.7577177286064529|    -0.7884002811751145|    -0.7884002811751145|
    -0.7577177286064529|     0.5713162987978855|    -0.7884002811751145|     -8.224327527843528|
    -0.7577177286064529|       -8.5714293519335|    -0.7884002811751145|      -8.82009484573128|
    -0.7577177286064529|    0.20662087196180678|    -0.7884002811751145|     2.4852882622621664|
    -0.7577177286064529|      -0.73122505201294|    -0.7884002811751145|    -0.9239353003782611|
    -0.7577177286064529|      4.222547265414809|    -0.7884002811751145|     0.2677322106853719|
    -0.7577177286064529|      -4.33644609985671|    -0.7884002811751145|     -5.077484225905362|
    -0.7577177286064529|    -0.8339423457548971|    -0.7884002811751145|    -0.7815815043071836|
    -0.7577177286064529|    -0.8688219336654601|    -0.7884002811751145|    -0.8580391599333659|
     -0.773273517300126|     -0.773273517300126|    -0.7884002811751145|    -0.7884002811751145|
     -0.773273517300126|      8.924402302814883|    -0.7884002811751145|      3.697303849563319|
     -0.773273517300126|    -0.7483634145784883|    -0.7884002811751145|    -0.7134162302075406|
    -0.7854919272058911|    -0.7854919272058911|    -0.7722083626296996|    -0.7722083626296996|
    -0.7854919272058911|    -0.7608064116529931|    -0.7722083626296996|     -0.841847241387951|
    -0.7854919272058911|    -4.8505785897187925|    -0.7722083626296996|     2.4046918639910047|
    -0.7854919272058911|     -0.745256188929778|    -0.7722083626296996|    -0.8182278476148195|
    -0.7854919272058911|    -0.7885806102524313|    -0.7722083626296996|    -0.7973013610614395|
    -0.7854919272058911|    -0.8159442009881044|    -0.7722083626296996|    -0.7323970503111532|
    -0.7854919272058911|    -0.7739584107472606|    -0.7722083626296996|    -0.7560164440842847|
    -0.7854919272058911|    -0.8007258586116279|    -0.7722083626296996|    -0.7936475532044192|
    -0.7854919272058911|    -0.7824032441593509|    -0.7722083626296996|    -0.8010750284321357|
    -0.7854919272058911|    -0.7456667967935431|    -0.7722083626296996|    -0.7538362408858728|
    -0.7859466675138282|    -0.7859466675138282|    -0.7858440105239897|    -0.7858440105239897|
    -0.7859466675138282|    -0.8218182523954187|    -0.7858440105239897|    -0.8020359290694046|
    -0.7859466675138282|    -0.8153480581167987|    -0.7858440105239897|    -0.7622246167508582|
    -0.7859466675138282|    -0.8079726504861213|    -0.7858440105239897|    -0.7883023809950966|
    -0.7859466675138282|    -0.7727946684195608|    -0.7858440105239897|      -0.80046633007235|
    -0.7859466675138282|    -0.7904236800568079|    -0.7858440105239897|    -0.7716698875915586|
    -0.7859466675138282|    -0.7817439405542181|    -0.7858440105239897|    -0.7931109840078499|
    -0.7812395018316511|    -0.7812395018316511|    -0.7843704058653813|    -0.7843704058653813|
    -0.7831885511231196|    -0.7831885511231196|    -0.7822861970054156|    -0.7822861970054156|
