                 BEST x|                 CURR x|
    -2.1235549207181474|   -0.16744083239026963|
    -2.1235549207181474|     -2.779744106451151|
    -2.3653856692974307|    -2.3653856692974307|
    -2.3653856692974307|    -2.9503042689237517|
     -2.350878154631441|     -2.350878154631441|
     -2.350878154631441|    -1.9395352383308273|
     -2.350878154631441|    -2.7611524146153528|
     -2.350878154631441|  0.0029341510574472096|
     -2.350878154631441|     1.8112459690106864|
     -2.350878154631441|     2.7852136574664526|
     -2.350878154631441|     1.9523595015221975|
     -2.350878154631441|    -1.3770831302606301|
     -2.350878154631441|     1.6672866477384973|
    -2.3583077020285934|    -2.3583077020285934|
    -2.3583077020285934|    -2.0124680975631017|
    -2.3583077020285934|    -1.4656626142156794|
    -2.3583077020285934|    -1.9466132055996646|
    -2.3583077020285934|    -1.9540427529968172|
    -2.3583077020285934|      2.601960127569197|
    -2.3583077020285934|    -2.1645636381179756|
    -2.3583077020285934|      0.682286925994787|
    -2.3583077020285934|     1.5993160092165786|
    -2.3583077020285934|     0.9308393701867042|
    -2.3583077020285934|      0.621769705047404|
    -2.3583077020285934|    -1.9338837431529197|
    -2.3583077020285934|     -2.959106894472854|
    -2.3583077020285934|     0.8156803323151465|
    -2.3583077020285934|    -1.9395352383308273|
    -2.3583077020285934|    -2.8775292454039665|
    -2.3583077020285934|     -2.529579240320017|
    -2.3583077020285934|    -2.4116533954052883|
    -2.3583077020285934|     2.4656008981088053|
    -2.3583077020285934|    -1.9395352383308273|
    -2.3583077020285934|     1.2186960452708897|
    -2.3583077020285934|    0.21187929228969704|
    -2.3583077020285934|    -1.9395352383308273|
    -2.3583077020285934|    -2.1645636381179756|
    -2.3583077020285934|    -2.3653856692974307|
    -2.3583077020285934|    -2.5014682636578534|
    -2.3583077020285934|      1.146083863386255|
    -2.3583077020285934|    -0.3217284879437492|
    -2.3583077020285934|    -1.9395352383308273|
    -2.3583077020285934|    -0.5702935860931935|
    -2.3583077020285934|    -2.1645636381179756|
    -2.3583077020285934|    -1.9540427529968172|
    -2.3583077020285934|     2.9401827531161224|
    -2.3583077020285934|    0.48373872704825516|
    -2.3583077020285934|    -1.9466132055996646|
    -2.3583077020285934|    -1.9466132055996646|
    -2.3583077020285934|    -0.2905391898737584|
    -2.3583077020285934|     -0.500623194872972|
    -2.3583077020285934|     0.9135154757167201|
    -2.3583077020285934|     1.3456152869080924|
    -2.3583077020285934|     2.9091556028029935|
    -2.3583077020285934|     1.8444436718437345|
    -2.3583077020285934|    -2.1046765925598967|
    -2.3583077020285934|    -2.3487921059650176|
    -2.3583077020285934|    -2.1207456280487236|
    -2.3583077020285934|     2.7701795674326144|
    -2.3583077020285934|     -1.969415886440139|
    -2.3583077020285934|     1.5986374455592989|
    -2.3583077020285934|     -2.746981702413017|
     2.2593983609024537|     2.2593983609024537|
     2.2593983609024537|    -0.5323053932132127|
     2.2593983609024537|     -2.438284502993242|
     2.2593983609024537|    -2.7986617797602182|
     2.2593983609024537|    -1.9395352383308273|
     2.2593983609024537|    -2.1645636381179756|
     2.2593983609024537|    -1.9540427529968172|
     2.2593983609024537|    -0.8510325456122887|
     2.2593983609024537|    -2.5363638955964856|
     2.2593983609024537|    -1.7946180254739483|
     2.2593983609024537|    -1.6660465424377828|
     2.2593983609024537|     -1.020773415721962|
     2.2593983609024537|    -1.9466132055996646|
     2.2593983609024537|    -1.9540427529968172|
     2.2593983609024537|     1.8318645106844933|
     2.2593983609024537|    -2.5794213473927816|
     2.2504145775173807|     2.2504145775173807|
     2.2504145775173807|     2.2613055084329403|
     2.2504145775173807|    -1.9666717406483758|
     2.2504145775173807|     -2.305243069904111|
     2.2504145775173807|    -1.7099124066831084|
     2.2504145775173807|     2.2593983609024537|
     2.2504145775173807|      2.467107222594385|
     2.2504145775173807|    -1.9666944270332871|
     2.2504145775173807|      2.241252882061602|
     2.2504145775173807|     2.2414307941323077|
     2.2504145775173807|    -1.9714718975026695|
     2.2504145775173807|      1.010632256861257|
     2.2504145775173807|    -2.1363221733705555|
     2.2504145775173807|      2.255273592624068|
     2.2504145775173807|     2.2455555624106935|
     2.2504145775173807|     2.2455555624106935|
     2.2504145775173807|    -1.9404952679110614|
     2.2504145775173807|      2.255273592624068|
