                 BEST x|                 CURR x|                 BEST y|                 CURR y|
    -0.9435069306303348|    -0.9435069306303348|     -7.224990498004232|     -7.224990498004232|
     -6.034711317103283|     -6.034711317103283|    -1.0299704664239542|    -1.0299704664239542|
      0.454257529215095|      0.454257529215095|    -2.2191417149884884|    -2.2191417149884884|
     0.6198050080179343|     0.6198050080179343|     0.9576913927932509|     0.9576913927932509|
    -2.0526346742087087|    -2.0526346742087087|     -2.045587305421246|     -2.045587305421246|
    -3.1736648802963785|    -3.1736648802963785|     2.4794332760011537|     2.4794332760011537|
     -3.558117257041869|     -3.558117257041869| -0.0037060430500641672| -0.0037060430500641672|
     -3.558117257041869|    -1.1282167696032186| -0.0037060430500641672|      8.794168329878012|
     -2.825233375079235|     -2.825233375079235|      2.092305052834859|      2.092305052834859|
     -2.825233375079235|    -0.8194437814262567|      2.092305052834859|    -2.9673359357747575|
     -2.825233375079235|      0.435633164883944|      2.092305052834859|     1.9451850659513923|
     -2.825233375079235|      9.623804679283086|      2.092305052834859|     2.7294132222963086|
     -2.825233375079235|     -4.229119262141776|      2.092305052834859|     -8.511111399898141|
     -2.825233375079235|      7.449180874483485|      2.092305052834859|     -5.647618260118028|
     -2.825233375079235|      8.945050034824874|      2.092305052834859|    -5.7800350625013275|
     -2.825233375079235|   -0.11749675245750524|      2.092305052834859|     -9.416578600845565|
     -2.825233375079235|    -1.6563965678522097|      2.092305052834859|    0.10042287235959879|
    -2.4437615918802678|    -2.4437615918802678|      1.994630864736017|      1.994630864736017|
    -2.5165258421441132|    -2.5165258421441132|      2.110543851936245|      2.110543851936245|
    -2.5165258421441132|       3.16812965744778|      2.110543851936245|     4.7867255843553576|
    -2.5165258421441132|    -1.6275864322862699|      2.110543851936245|    0.16123165991585786|
    -2.5165258421441132|      9.094422196836398|      2.110543851936245|      5.024620700786716|
    -2.5165258421441132|      5.515033836571799|      2.110543851936245|      9.840244211497314|
    -2.5165258421441132|      2.149165520569502|      2.110543851936245|     -9.874086486915823|
     -2.819887240424304|     -2.819887240424304|     1.7820809890214404|     1.7820809890214404|
     -2.819887240424304|     1.1331464672123346|     1.7820809890214404|       7.86787391929629|
     -2.819887240424304|     3.8598057416275964|     1.7820809890214404|      8.833228658834972|
     -2.819887240424304|    -0.8171697859429692|     1.7820809890214404|     -4.807644594526521|
     -2.819887240424304|     -8.448957926981462|     1.7820809890214404|    -3.1909564907768058|
     -2.819887240424304|     -2.272219960698571|     1.7820809890214404|     1.8979939762216684|
     -2.819887240424304|     -6.313017354808299|     1.7820809890214404|    -1.8001701580006397|
     -2.819887240424304|     -8.060187811539723|     1.7820809890214404|      7.195810346782963|
     -2.819887240424304|     -5.885964296670789|     1.7820809890214404|      7.050387370130213|
     -2.819887240424304|     -3.027959822798402|     1.7820809890214404|     1.4187082602764214|
     -2.819887240424304|      4.783295552436895|     1.7820809890214404|    -1.4209223323485975|
     -2.819887240424304|     -3.591356178628234|     1.7820809890214404|     1.0187465467760015|
     -2.819887240424304|     2.9063732320510827|     1.7820809890214404|      3.697096410410719|
     -2.819887240424304|    0.17888446208950093|     1.7820809890214404|    -3.5670260665312643|
     -2.819887240424304|     -1.012972523648532|     1.7820809890214404|     2.9265104424506365|
     -2.819887240424304|     -9.472655727326982|     1.7820809890214404|   -0.27936285230300406|
     -2.819887240424304|     -3.131638354729189|     1.7820809890214404|      4.947346587961384|
     -2.819887240424304|    -3.3364289503491156|     1.7820809890214404|     2.2251280634675847|
     -2.819887240424304|      9.740536932129057|     1.7820809890214404|      4.736317815064545|
     -2.819887240424304|     -4.710432224978607|     1.7820809890214404|     5.7765780407871326|
    -2.8302398564912394|    -2.8302398564912394|     1.6684470941638976|     1.6684470941638976|
    -2.8302398564912394|      9.021072753306285|     1.6684470941638976|     -8.314187566326401|
    -2.8302398564912394|     -9.421769114606214|     1.6684470941638976|      7.292625017098171|
    -2.7155166462463036|    -2.7155166462463036|     1.7843600813641256|     1.7843600813641256|
    -2.7155166462463036|     3.4638226099657388|     1.7843600813641256|    -1.5386252665296478|
    -2.7155166462463036|    -2.7806775306557556|     1.7843600813641256|     1.3783802580563975|
    -2.7155166462463036|     -3.779827788180925|     1.7843600813641256|      8.872116755561624|
    -2.7155166462463036|     -9.744609698116843|     1.7843600813641256|      9.163834260367114|
    -2.7155166462463036|     1.6777775710223608|     1.7843600813641256|      6.050651006324223|
    -2.7155166462463036|     -3.827713150525538|     1.7843600813641256|     -5.764090910184239|
     -2.722830932373509|     -2.722830932373509|      1.795178907975873|      1.795178907975873|
     -2.722830932373509|     -1.264635023638066|      1.795178907975873|     -4.542522368799244|
     -2.722830932373509|    -2.7909682274800653|      1.795178907975873|     1.6005071676245297|
     -2.722830932373509|    -2.7136020212194136|      1.795178907975873|     1.8032927018859075|
     -2.806327324959005|     -2.806327324959005|       1.72495988909382|       1.72495988909382|
    -2.7854445509727315|    -2.7854445509727315|     1.7357787157055675|     1.7357787157055675|
    -2.7854445509727315|     1.6580938428200636|     1.7357787157055675|     1.9380288441350757|
    -2.7854445509727315|   -0.25615725538819234|     1.7357787157055675|    -0.5360671987570527|
    -2.7854445509727315|    -2.8677898458405933|     1.7357787157055675|     1.7302034712375267|
    -2.7854445509727315|     -2.889815145150732|     1.7357787157055675|      1.911517835535129|
    -2.7854445509727315|    0.07897302227758018|     1.7357787157055675|      4.653818666536051|
    -2.7854445509727315|    -2.8027289609317236|     1.7357787157055675|     1.3597915657350361|
    -2.7564994070626634|    -2.7564994070626634|     1.7822205585499402|     1.7822205585499402|
    -2.7564994070626634|     -2.790185440323878|     1.7822205585499402|     1.8635006755689938|
    -2.7564994070626634|    -2.8528251898889296|     1.7822205585499402|      1.680230457290981|
    -2.7564994070626634|     -2.789042915000013|     1.7822205585499402|  -0.010114928188126093|
    -2.7564994070626634|    -2.7142620548075476|     1.7822205585499402|     1.7741067646399058|
    -2.7564994070626634|     -2.730101528962825|     1.7822205585499402|     1.7337959479939373|
    -2.7564994070626634|     -1.070374720675071|     1.7822205585499402|      6.926038654218868|
    -2.7564994070626634|    -2.8111387059465462|     1.7822205585499402|     1.9033000354332366|
    -2.7564994070626634|     -2.755377817209217|     1.7822205585499402|      1.639363858914649|
    -2.7564994070626634|    -2.8352463379032438|     1.7822205585499402|     1.8308019242084983|
    -2.7564994070626634|    -2.7191359457440036|     1.7822205585499402|     1.8917048907256042|
    -2.7564994070626634|    -2.8191130256618857|     1.7822205585499402|     1.9633256444776528|
    -2.7564994070626634|    -2.8639083311803937|     1.7822205585499402|     1.7132792279634899|
     -2.757140620239772|     -2.757140620239772|      1.779941466207255|      1.779941466207255|
     -2.757140620239772|    -2.8216864224379448|      1.779941466207255|     1.6655596968235145|
     -2.758395211678528|     -2.758395211678528|     1.7691226395955075|     1.7691226395955075|
     -2.758395211678528|    -2.6496781696766574|     1.7691226395955075|     1.7710969833450783|
     -2.758395211678528|     -2.756480586651638|     1.7691226395955075|      1.813285390097195|
     -2.758395211678528|    -2.7504106439459326|     1.7691226395955075|     1.8024665634854475|
     -2.758395211678528|    -2.8074403424186825|     1.7691226395955075|      1.709722447325202|
    -2.7758105081634366|    -2.7758105081634366|     1.7602609711592754|     1.7602609711592754|
    -2.7758105081634366|     -2.715990071129087|     1.7602609711592754|     1.8085204026506636|
    -2.7758105081634366|     -2.777742691762387|     1.7602609711592754|     1.7676440761171675|
    -2.7758105081634366|     -2.758652228670856|     1.7602609711592754|     1.8152425482727104|
    -2.7758105081634366|    -2.8144691700227247|     1.7602609711592754|     1.7494421445475279|
    -2.7758105081634366|     -2.730348297937897|     1.7602609711592754|     1.8210784212536835|
    -2.7758105081634366|    -2.7923296895383016|     1.7602609711592754|       1.72495988909382|
