best&cur swipd ACCPT PB|  ACC-BEST|            TEMPERATURE|                DENSITY|ACTUAL#MARKOV|                 BEST y|                 CURR y|                 CURR x|                 BEST x|                CURR x2|                BEST x2|                CURR x3|                BEST x3|                CURR x4|                BEST x4|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     27.009544983583126|     3.5799606965148945|     3.5799606965148945|    -0.9389573358455441|    -0.9389573358455441|    -0.5334183911866375|    -0.5334183911866375|     2.8921743131252726|     2.8921743131252726|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|      5.164184678196748|      5.164184678196748|     1.7321695095631502|     1.7321695095631502|     -2.144170655371185|     -2.144170655371185|      1.558300488937947|      1.558300488937947|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     23.895041871473857|      4.286606619541745|      4.286606619541745|     1.0327868960651698|     1.0327868960651698|    -1.9924965620177308|    -1.9924965620177308|     3.8594214103039963|     3.8594214103039963|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     24.028107018828116|     3.9453786285108023|     3.9453786285108023|     0.7772404676417906|     0.7772404676417906|    -2.5699123615822845|    -2.5699123615822845|     3.5994082276295685|     3.5994082276295685|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|      28.89131617845564|      4.879720511197739|      4.879720511197739|    -1.0250981230917842|    -1.0250981230917842|    -1.7209825038249782|    -1.7209825038249782|      2.657739580428603|      2.657739580428603|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     25.144964402884458|      5.750326966479492|      5.750326966479492|     0.2680590814416326|     0.2680590814416326|    -1.1465894236403824|    -1.1465894236403824|      2.898611488007566|      2.898611488007566|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|     3.5136292751852554|     3.5136292751852554|    -1.0764808885821822|    -1.0764808885821822|     -2.298873753834278|     -2.298873753834278|     1.6763006442402135|     1.6763006442402135|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     25.027161300951654|     2.4194962789342958|     2.4194962789342958|    -1.5537204097066741|    -1.5537204097066741|    -2.0981781909190924|    -2.0981781909190924|      3.810754425792799|      3.810754425792799|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|      24.43166723350601|      2.207044667647059|      2.207044667647059|     1.2330346306638877|     1.2330346306638877|     -2.306406263536209|     -2.306406263536209|      4.280747220647713|      4.280747220647713|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|      5.551239236128821|      5.551239236128821|     1.5981537430405033|     1.5981537430405033|    -1.1969077711474099|    -1.1969077711474099|     1.3452993762908436|     1.3452993762908436|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|     2.5719249044945767|     2.5719249044945767|    -1.4040395634318426|    -1.4040395634318426|    -2.6330749174959727|    -2.6330749174959727|     2.8057255514974044|     2.8057255514974044|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|      4.131395751032014|      4.131395751032014|    0.19115615455260793|    0.19115615455260793|    -1.0080301966400445|    -1.0080301966400445|      1.710773889263558|      1.710773889263558|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|      5.639657490757797|      5.639657490757797|     0.5019441226974108|     0.5019441226974108|     -1.544216831589714|     -1.544216831589714|     1.1722936613330432|     1.1722936613330432|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     29.389964839057555|      3.500166850208052|      3.500166850208052|     1.8317574919883475|     1.8317574919883475|    -1.6387757478839111|    -1.6387757478839111|      4.799952483852497|      4.799952483852497|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     24.000920892980222|      5.604140975921955|      5.604140975921955|    0.24902489680070916|    0.24902489680070916|    -1.6218652089679533|    -1.6218652089679533|      3.615782898617333|      3.615782898617333|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     39.779879221000016|     2.0406265492008164|     2.0406265492008164|    0.32445450897912975|    0.32445450897912975|     -2.863456037148463|     -2.863456037148463|      2.807917557489676|      2.807917557489676|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|      24.28827741873165|     5.6874835063659415|     5.6874835063659415|     0.5298721549525598|     0.5298721549525598|    -0.6562965146403763|    -0.6562965146403763|      3.142443220470899|      3.142443220470899|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|      4.107086573898345|      4.107086573898345|    -1.5144095321626487|    -1.5144095321626487|    -2.4602616074184485|    -2.4602616074184485|     1.9348017191596067|     1.9348017191596067|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     25.481630220696598|     3.1235661722032684|     3.1235661722032684|    -0.4253269037468992|    -0.4253269037468992|    -1.5765378143305724|    -1.5765378143305724|      3.132098866198878|      3.132098866198878|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     23.785102331335253|      5.017784117626029|      5.017784117626029|     -1.347959447257331|     -1.347959447257331|    -2.3354652967140628|    -2.3354652967140628|      4.139354731611247|      4.139354731611247|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|        24.335252553963|        5.0223037728151|        5.0223037728151|    -1.4190037026477813|    -1.4190037026477813|    -0.6578375737447906|    -0.6578375737447906|      3.336098526343204|      3.336098526343204|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|      26.20511328167629|      5.988670530240627|      5.988670530240627|     -1.663984114876174|     -1.663984114876174|   -0.19882408630039317|   -0.19882408630039317|      4.901137915389004|      4.901137915389004|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     29.537760217848877|      5.318315040714366|      5.318315040714366|     1.8034054909196926|     1.8034054909196926|   -0.03221018409997667|   -0.03221018409997667|     1.1605419683665654|     1.1605419683665654|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     24.126246200444363|      4.338431629594591|      4.338431629594591|     1.1636881066417009|     1.1636881066417009|   -0.24671271496244307|   -0.24671271496244307|      3.988256838658233|      3.988256838658233|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|     3.6843353346295853|     3.6843353346295853|     1.9612555712088713|     1.9612555712088713|    -2.9409915453107613|    -2.9409915453107613|      2.142180242278222|      2.142180242278222|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0| 1.7976931348623157E308|      5.729143607211601|      5.729143607211601|     -1.815751906227959|     -1.815751906227959|     -2.023710467408714|     -2.023710467408714|     1.9861036978989564|     1.9861036978989564|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     24.723451392388526|       4.77728923390329|       4.77728923390329|  -0.007613797819574941|  -0.007613797819574941|    -1.3742929154203056|    -1.3742929154203056|      3.117577135272444|      3.117577135272444|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|      23.77856052942347|      5.798762620970006|      5.798762620970006|     0.4265403904232845|     0.4265403904232845|     -2.529996333924531|     -2.529996333924531|      3.833983102654697|      3.833983102654697|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     24.244891602447904|     2.3991453565796097|     2.3991453565796097|     1.6963683817582478|     1.6963683817582478|   -0.29231110917227854|   -0.29231110917227854|     3.7943963614626752|     3.7943963614626752|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|      32.37797870020657|      5.824417220345973|      5.824417220345973|     0.8835558310780338|     0.8835558310780338|     -2.322003618357127|     -2.322003618357127|      2.094852675372212|      2.094852675372212|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     25.095138469640386|      3.383555899717895|      3.383555899717895|    -1.3005233124424977|    -1.3005233124424977|    -1.2532879810123623|    -1.2532879810123623|     3.4423168466815057|     3.4423168466815057|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     32.344963323909745|     4.0695222072157655|     4.0695222072157655|  -0.020776997614735837|  -0.020776997614735837|    -2.8034767126958817|    -2.8034767126958817|      2.535097124971452|      2.535097124971452|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     26.227647869659258|      4.467866108806621|      4.467866108806621|     0.5457038318279728|     0.5457038318279728|    -2.2599045900391586|    -2.2599045900391586|      4.733304318841237|      4.733304318841237|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|     24.041201523382053|      4.776055782255068|      4.776055782255068|     1.1657015611823716|     1.1657015611823716|    -1.2678070386459923|    -1.2678070386459923|     3.6207498266239013|     3.6207498266239013|
                    0.0|   initial|                    0.0|                    0.0|            0|                    0.0|      25.01720222946726|      4.405257176046629|      4.405257176046629|    0.37106387773659444|    0.37106387773659444|    -2.3742517315695926|    -2.3742517315695926|      3.100311104844844|      3.100311104844844|
                    1.0|        TF|                10000.0|                    0.0|            1|      23.77856052942347|     23.823602439371104|      5.857718599170365|      5.192225918556106|    0.13507570348948095|    -1.8528356124917713|    -0.6909632956204055|   -0.42863204395496535|     3.5911351314783118|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            2|      23.77856052942347|      32.03713417847489|     4.7755178083155165|      5.192225918556106|    -1.8918169011179669|    -1.8528356124917713|    -0.6138467548545674|   -0.42863204395496535|     2.4312071160416764|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            3|      23.77856052942347|     24.677506250816776|      5.997472849911543|      5.192225918556106|    -0.4467642806772598|    -1.8528356124917713|    -2.3658387807643413|   -0.42863204395496535|     4.6396230438551385|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            4|      23.77856052942347|     24.311696688169604|      5.298132660660851|      5.192225918556106|     0.7529227542522472|    -1.8528356124917713|     -2.644978820080647|   -0.42863204395496535|      4.426308251076089|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            5|      23.77856052942347|     30.203382064406156|      5.474216065111419|      5.192225918556106|    -1.7920023785786414|    -1.8528356124917713|    -1.7222779463444846|   -0.42863204395496535|      2.413534458049649|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            6|      23.77856052942347|     23.814165101754906|     5.8671228162285125|      5.192225918556106|    -1.1465628645798813|    -1.8528356124917713|     -1.797456766792918|   -0.42863204395496535|      4.117517450661092|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            7|      23.77856052942347|     24.101921864155607|      5.264833868261617|      5.192225918556106|   -0.10116481789476772|    -1.8528356124917713|    -0.1453189666466823|   -0.42863204395496535|      3.311932568874622|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            8|      23.77856052942347|     24.642934515544127|      3.567227528438085|      5.192225918556106|     1.6290406035972889|    -1.8528356124917713|     -0.652090739378687|   -0.42863204395496535|      2.870582685538609|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|            9|      23.77856052942347|     36.720597768750075|       5.58950213877085|      5.192225918556106|     0.5127966613478796|    -1.8528356124917713|     -2.151375534105371|   -0.42863204395496535|      2.119904387260296|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|           10|      23.77856052942347|     28.561117947496303|     3.7599071839229765|      5.192225918556106|      0.511029512196226|    -1.8528356124917713|    -0.2403022644104711|   -0.42863204395496535|      2.043690352078091|      4.300239427520075|
                    1.0|        TF|                10000.0|                    0.0|           11|      23.77856052942347|      24.45909543553591|      5.414857952671079|      5.192225918556106|     0.7579072203084638|    -1.8528356124917713|     -1.444040023561017|   -0.42863204395496535|      4.066260066661002|      4.300239427520075|
